set_title,set_description,set_subject,set_topic,set_year_group,question_text,answer_text
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Human Rights,Year 12,What is the 'UDHR's' contribution to international law?,Although not legally binding, it has inspired numerous binding human rights treaties and declarations.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is the 'burden of proof' in criminal cases?,The prosecution must prove the guilt of the accused.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is the 'standard of proof' in criminal cases?,Beyond reasonable doubt.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What are the 'purposes of punishment'?,Deterrence, retribution, rehabilitation, incapacitation, denunciation.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'aggravating factors' in sentencing?,Factors that increase the severity of the sentence (e.g., use of a weapon, previous convictions).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What are 'mitigating factors' in sentencing?,Factors that reduce the severity of the sentence (e.g., remorse, no prior convictions, good character).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is a 'plea bargain'?,An agreement between the prosecutor and the defendant where the defendant pleads guilty to a lesser charge or to one of multiple charges in exchange for a more lenient sentence.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'restorative justice'?,An approach to justice that focuses on repairing harm caused by crime through dialogue and negotiation between victims, offenders, and communities.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'young offenders' in criminal law?,Children and young people who commit offences, subject to different legal processes and considerations (e.g., Children's Court).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'alternative to prison' sentencing?,Non-custodial sentences such as community service orders, home detention, or good behaviour bonds.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Crime,Year 12,What is 'recidivism'?,The tendency of a convicted criminal to reoffend.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'digital age's' impact on legal issues?,New challenges in privacy, cybercrime, intellectual property, and jurisdiction.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'metadata' in the context of cybercrime?,Data that provides information about other data (e.g., date and time of communication, recipient).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'online privacy'?,The right to control what information about oneself is available on the internet.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'indigenous incarceration rates'?,The disproportionately high rates of Aboriginal and Torres Strait Islander people in prison.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'Close the Gap' campaign?,An Australian government strategy aimed at reducing disadvantage among Aboriginal and Torres Strait Islander people in health, education, and employment.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'sexual assault'?,Any sexual act carried out against a person without their consent.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'domestic violence'?,Violence or abuse that takes place within a family or intimate relationship.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'ICJ' (International Court of Justice)?,The principal judicial organ of the United Nations, settling legal disputes between states.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'war crimes'?,Serious violations of the laws of war (international humanitarian law) committed against civilians or combatants during armed conflict.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'environmental crime'?,Illegal acts that directly harm the environment (e.g., illegal dumping, wildlife trafficking).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'balance between state security and human rights'?,The ongoing challenge of protecting a nation from threats while upholding individual liberties.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'globalisation's impact on legal issues'?,Increased complexity in areas like intellectual property, crime, and human rights due to interconnectedness.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'terrorism legislation' in Australia?,Laws enacted to combat terrorism, often raising concerns about their impact on civil liberties.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'mass surveillance'?,The close monitoring of large populations, often for security purposes, raising privacy concerns.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'extradition'?,The action of handing over a person accused or convicted of a crime to the jurisdiction of the foreign state in which the crime was committed.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'non-refoulement'?,The international law principle that prohibits states from returning individuals to a country where they would face persecution.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'environmental protection laws'?,Legislation designed to conserve natural resources and prevent pollution.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'climate change law'?,An emerging area of law dealing with the legal implications of global warming and climate policy.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'right to privacy'?,The right of individuals to be free from unreasonable interference or intrusion into their personal life.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'indigenous self-determination'?,The right of Aboriginal and Torres Strait Islander peoples to determine their own political status and pursue their economic, social, and cultural development.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What are 'treaties' in international law?,Formal agreements between states that create legal obligations.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'doctrine of precedent's' relevance to contemporary legal issues?,Ensures consistency in legal decision-making but can also make law slow to adapt to new challenges.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'law reform'?,The process of examining existing laws and advocating for changes or the introduction of new laws.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the role of the 'Law Reform Commission'?,To review laws and suggest improvements to parliament.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'civil liberties'?,Individual rights and freedoms that are protected by law, often from government infringement.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'due process'?,The legal requirement that the state must respect all legal rights that are owed to a person.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'access to justice'?,The ability of individuals to obtain fair and effective resolution of their legal disputes.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'International Criminal Court's' jurisdiction?,Individuals for genocide, crimes against humanity, war crimes, and aggression.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'terrorism's' impact on national legal systems?,Leads to new laws, surveillance powers, and challenges to traditional legal rights.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'environmental impact assessment' (EIA)?,A process of evaluating the likely environmental impacts of a proposed project or development.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What are 'refugee conventions'?,International treaties that define who is a refugee and outline the rights of refugees.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'war crimes' tribunals?,Courts established to prosecute individuals accused of serious violations of international humanitarian law during armed conflict.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'slavery' in a modern context?,Forced labour or sexual exploitation, often involving coercion and human trafficking.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'doctrine of reception'?,The principle by which British law was deemed to apply to Australia upon colonisation.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'representative government'?,A system where citizens elect representatives to make decisions on their behalf.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'responsible government'?,A system where the executive government (ministers) is accountable to the parliament.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'unconstitutional'?,Contrary to the provisions of the constitution.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'judicial review'?,The power of courts to review the actions of the legislative and executive branches to ensure they comply with the constitution.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'classifications of crime'?,By type (e.g., violent, property, white-collar) or seriousness (summary, indictable).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'police powers'?,The legal authority granted to police officers to enforce laws, including arrest, search, and seizure.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'evidence' in legal proceedings?,Information presented in court to prove or disprove a fact.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is the 'presumption of innocence'?,The principle that a person is considered innocent until proven guilty beyond reasonable doubt.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'bail conditions'?,Requirements imposed on a person granted bail (e.g., reporting to police, not contacting certain people).
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'juvenile justice'?,The system of laws, policies, and practices specifically designed for young people who commit offences.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'hate speech'?,Public speech that expresses hatred or encourages violence towards a group based on attributes like race, religion, or sexual orientation.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'whistleblower protection'?,Laws designed to protect individuals who report illegal or unethical activities within an organisation.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'cyber-bullying'?,The use of electronic communication to bully a person, typically by sending messages of an intimidating or threatening nature.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'privacy legislation'?,Laws designed to protect individuals' personal information from misuse or unauthorised access.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'refugee status determination'?,The process by which a country assesses whether an asylum seeker meets the definition of a refugee under international law.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'climate litigation'?,Legal challenges brought against governments or corporations related to climate change issues.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'eco-terrorism'?,Acts of violence committed in support of ecological or environmental causes.
HSC Legal Studies,Understanding the Australian legal system,Legal Studies,Contemporary Issues,Year 12,What is 'Indigenous land rights'?,Legal recognition of the rights of Aboriginal and Torres Strait Islander peoples to traditional lands and waters.
